Restaurant name,Contacted about Rewards,Offer delivery/takeout during forced closure,Contact Email,Website,Last Contact Date,POC,Location,Restaurant Group,Type of Service,Contact Name,Decison Maker,Decision Maker's Phone,Visited (old),Emailed,Had Interview,Interested,Signed contract,Phone #,"Has loyalty 
or rewards?",Best time to call,Address
Spinning J Bakery and Soda Fountain,y,,Contact Form,http://www.spinningj.com/,02/15/20,Dan,Humboldt Park,,FS,,,,,,,,,,,,
Split-Rail,y,,Contact Form,https://www.splitrailchicago.com/,02/26/20,Dan,Ukrainian Village,,FS,,,,,,,,,,,,
Spoon Thai,,,Unlisted,https://www.spoonthai.com/,,,,,FS,,,,,,,,,(773) 769-1173,,,
Sports Corner Bar & Grill,y,,Contact Form,https://www.sportscornerwrigley.com/,02/15/20,Dan,,,,,,,y,,,,,,,,
Square Celt,,,,,,,,Vaughan Hospitality,,,,,,,,,,,,,
Sriracha Pork,,,Contact Form (broken),https://5411empanadas.com/,,,,,CS,,,,,,,,,,,,
Star of Siam,,,Unlisted,https://www.starofsiamchicago.com/,,,,,,,,,,,,,,,,,
Staropolska,y,,Contact Form,http://staropolskarestaurant.com/,02/15/20,Dan,Avondale,,FS,,,,,,,,,(773) 342-0779,,12pm-10pm,
State and Lake Chicago Tavern,y,,Contact Form,https://stateandlakechicago.com/,02/20/20,Dan,The Loop,,FS,Roxy,,,y,,,,,(312) 239-9400,,,
State Restaurant,,,,,,,Lincoln Park,,,,,,,,,,,,,,
Stax Cafe,n,,,,,Jake,University Village,,,,,,,,,,,,,,
Steadfast,,,,,,,,The Fifty/50 Group,,,,,,,,,,,,,
Steak 'n Egger Inc,,,,https://www.yelp.com/biz/steak-n-egger-chicago,,,,,,,,,,,,,,,,,
Stefani Prime,,,,,,,,Phil Stefani,,,,,,,,,,,,,
Stella Barra,n,,Contact Form,https://www.stellabarra.com/chicago/,,,,LEYE,,,,,y,,,,,,LEYE,,
Stella Barra Pizzeria,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Stella’s Diner,,,Unlisted,https://menupages.com/stellas-diner/3042-broadway-ave-chicago,,,Lake View,,FS,,,,,,,,,,,,
Sticky Rice,,,,,,,North Center,,,,,,,,,,,,,,
Stix n Brix Wood Fired Pizza,,,,,,,Bridgeport,,,,,,,,,,,,,,
STK Chicago,y,,"togreservations@togrp.com, Contact Form",https://stksteakhouse.com/venues/chicago/,02/20/20,Dan,River North,The One Group,FS,,Danielle Hill,,y,,,,,,,,
Stone Fox,,,,,,,Andersonville,,,,,,,,,,,,,,
Stratford on the park,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Streeter's Tavern,y,,Contact Form,https://streeterstavern.com/,02/20/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
Stretch Bar & Grill,y,,THESTRETCHPARTYCHICAGO@GMAIL.COM ,https://www.thestretchchicago.com/menus,02/21/20,Dan,,,,,,,,,,,,(773) 755-3980,,,
Strings Ramen Shop,,,,,,,Chinatown,,,,,,,,,,,,,,
Su Casa,,,,https://www.theinfatuation.com/chicago/reviews/su-casa,,,,Unos,,,,,,,,,,,,,
Su Casa Restaurant,,,,,,,Near North Side,,,,,,,,,,,,,,
Sugar Factory,,,,https://sugarfactory.com/location/chicago-river-north/,,,River North,,,,,,,,,,,,,,
Sultan Kebab & Bakery,,,,,,,O'Hare,,CS,,,,,,,,,,,,
Sultan's Market,y,,sultansmarket@gmail.com,http://chicagofalafel.com/,02/25/20,Jake,Lincoln Park,,CS,Shadi,,,y,y,n,,,,,,
Summer,,,,,,,Edgewater,,,,,,,,,,,,,,
Summer House Santa Monica,n,,Contact Form,https://www.summerhousesm.com/chicago/,,,,LEYE,,,,,y,,,,,,LEYE,,
Sun Wah Bar-B-Que,y,,sunwahbbq@gmail.com,http://sunwahbbq.com/,02/15/20,Dan,Uptown,,FS,,,,,,,,,,,,
Sunda,y,,nina@sundanewasian.com,https://sundanewasian.com/chicago/,02/15/20,Dan,River North,,FS,,Nina,,y,,,,,(312) 644-0500,,Call around 4pm,
Sunny Side Up,y,,Contact Form,https://www.chicagosunnysideup.com/,02/15/20,Dan,Near North Side,,,,,,y,,,,,(312) 967-0777,,,
Sunrise Cafe,y,,Contact Form,http://www.sunrisecafechicago.com/,02/15/20,Dan,,,,,,,,,,,,(773) 276-8290,,7-3pm,
Sunset Pho Caffe,,,,https://www.yelp.com/biz/sunset-pho-caffe-chicago-4,,,Lake View,,FS,,,,,,,,,,,,
Superdawg Drive-In,,,,,,,Norwood Park,,,,,,,,,,,,,,
Sushi + Rotary Sushi Bar,y,,Contact Form,https://www.rotarysushi.com/,02/26/20,Dan,Lake View,,FS,,,,,,,,,,,,
Sushi Dokku,y,,susan@sushidokku.com,http://sushidokku.com/,02/24/20,Dan,,,FS,,,,y,,,,,,,,
Sushi Joon,,,,https://www.yelp.com/biz/sushi-joon-chicago-2,,,Lincoln Park,,,,,,,,,,,,,,
Sushi Mon,,,Unlisted,http://www.sushimonchicago.com/,,,Lincoln Park,,FS,,,,,,,,,,,,
Sushi O Sushi,,,Unlisted,https://www.sushiosushichicago.net/,,,Lincoln Park,,FS,,,,,,,,,,,,
Sushi Para,,,Unlisted,https://sushiparausa.com/,,,,,FS,,,,n,,,,,,,,
Sushi Para II,,,Unlisted,https://sushiparausa.com/Clark/index.html,,,,,FS,,,,,,,,,,,,
Sushi San,n,,"rcurran@leye.com, Contact Form",https://www.sushisanrestaurant.com/,,,,LEYE,,,,,y,,,,,,LEYE,,
Sushi Taku,,,Unlisted,http://www.sushitaku.com/,,,Wicker Park,,FS,,,,,,,,,,,,
Susie’s Drive Thru,,,,,,,Irving Park,,,,,,,,,,,,,,
Susie’s Noon Hour Grill,,,,,,,Rogers Park,,,,,,,,,,,,,,
Svea Restaurant,,,,https://www.yelp.com/biz/svea-restaurant-chicago,,,Andersonville,,FS,,,,,,,,,,,,
Sweet Maple Cafe,,,,,,,University Village,,,,,,,,,,,,,,
Sweet Pepper Venezuelan Food Bar,,,,,,,Lincoln Square,,CS,,,,,,,,,,,,
Sweetwater Tavern and Grille,y,,tlopez@sweetwatertavernandgrille.com,https://www.sweetwatertavernandgrille.com/,02/25/20,Jake,,Bottleneck Management,,,,,y,,,,,,,,
Swift & Sons,y,,info@swiftandsonschicago.com,https://www.swiftandsonschicago.com/,02/28/20,Dan,,B Hospitality,,,,,,,,,,,,,
SX Sky Bar,y,,RSVP@SXSKYBAR.COM,https://sxskybar.com/,02/20/20,Dan,South Loop,,FS,,,,,,y,n,,,,,
T J's Restaurant,,,,https://www.yelp.com/biz/tjs-family-restaurant-chicago-2,,,,,,,,,,,,,,(773) 927-3349,,6-5pm,
Tac Quick,,,,https://www.yelp.com/biz/tac-quick-chicago,,,,,,,,,,,,,,(773) 327-5253,,,
Tack Room,n,,info@tackroomchicago.com,https://www.tackroomchicago.com/,,,Pilsen,16 on center,FS,,,,,,,,,,,,
Taco & Burrito Express #3,,,,,,,Wicker Park,,CS,,,,,,,,,,,,
Taco Joint,y,,CATERING@tacojoint.com ,https://www.tacojoint.com/,02/28/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
Tacos Tequilas,y,,Contact Form,https://www.tacostequilas.com/,02/28/20,Dan,,,FS,,,,,,,,,,,,
Tacotlan,,,,,,,Hermosa,,,,,,,,,,,,,,
Tai Nang,,,,,,,,,Closed,,,,,,,,,,,,
Taiyaki,y,,taiyakichicago@gmail.com,,02/25/20,Jake,,,,,,,,,,,,,,,
Taketei,,,,,,,,LM Restaurant Group,,,,,,,,,,,,,
Tallboy Taco,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Tandoor Char House,y,,Contact Form,https://tandoorchicago.com/,02/20/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
Tango Sur,y,,Contact Form,https://tangosurgrill.com/,02/20/20,Dan,Lake View,,FS,Sergio,,,,,,,,(773) 477-5466,,,
Tank Noodle,y,,Contact Form,https://www.tank-noodle.com/,02/28/20,Dan,,,FS,,,,,,,,,(773) 878-2253,n,,
Tanoshii Sushi Mike's,y,,tanoshiichicago@gmail.com,http://www.tanoshiisushi.com/,02/15/20,Dan,Andersonville,,FS,,,,,,,,,,,,
Tanta,y,,katie@tantachicago.com,https://www.tantachicago.com/,02/24/20,Jake,,,FS,,,,y,y,,,,(312) 222-9700,n,,
TAO,y,,Contact Form,https://taochicago.com/,02/20/20,Dan,Near North Side,,FS,,,,,,,,,,,,
Tapas Valencia,,,Unlisted,http://www.tapasvalencia.com/,,,South Loop,,FS,,,,,,,,,(312) 842-4444,n,,
Taqueria El Asadero,,,,,,,North Center,,,,,,,,,,,,,,
Taqueria Uptown,,,,,,,Edgewater,,,,,,,,,,,(773) 878-4785,,,
Tarantino’s,y,,JT@TARANTINOS.COM,http://www.tarantinos.com/,02/15/20,Dan,Lincoln Park,,FS,,,,,,,,,(773) 871-2929,,,
Tarboush Mediterranean Grill,,,Unlisted,https://www.tarboushmediterraneangrillil.com/,,,Wicker Park,,CS,,,,,,,,,,,,
Taste of Lebanon Restaurant,,,,,,,Andersonville,,CS,,,,,,,,,,,,
Taste of Thai Town,y,,TasteofThaiTown@gmail.com,http://www.tasteofthaichicago.com/,02/15/20,Dan,Kimball,,FS,,,,,,,,,,,,
TAVA Fresh Taste of India,,,,,,,Morton Grove,,,,,,,,,,,,,,
Tavern on North,y,,fcosgrave@tavernonnorth.com,https://www.yelp.com/biz/tavern-on-north-chicago-3,,Jake,Wicker Park,,FS,,,,n,,,,,,,,
Tavern on Rush,y,,Contact Form,https://www.tavernonrush.com/,02/28/20,Dan,,Phil Stefani,,,,,,,,,,(312) 664-9600,n,,
Taxim,y,,TaximChicago@yahoo.com,http://www.taximchicago.com/,03/01/20,Jake,,,FS,,,,n,,,,,,,,
Taza Cafe,y,,Contact Form,https://www.tazachicago.com/,02/28/20,Dan,The Loop,,,,,,,,,,,(312) 201-9885,n,,
Tea Ninja,y,,teaninjausa@gmail.com,,02/25/20,Jake,Lake View,,CS,,Victor,,y,y,n,,,,,,
Tecalitlan,,,Unlisted,https://www.grubhub.com/restaurant/tecalitlan-restaurant-1814-w-chicago-ave-chicago/120630,,,,,FS,,,,n,,,,,(773) 384-4285,n,,
Tedino’s,,,,,,,Edgewater,,,,,,,,,,,(773) 275-8100,,,
Tele,y,,Sam.izguerra@coffeeandteabars.com,,03/04/20,Jake,,,CS,Sam,,,,,,,,,,,
Tempesta Market,y,,ohn.williamson2@compass-usa.com,http://tempestamarket.com/,03/04/20,Jake,Noble Square,,CS,,,,,,,,,,,,
Tempo Cafe,,,Unlisted,http://www.tempochicago.com/menu/,,,,,,,,,,,,,,(312) 943-4373,y,,
Terra & Vine,y,,Contact Form,http://terraandvine.com/,02/28/20,Dan,,LM Restaurant Group,,,,,,,,,,(847) 563-4333,,,
Tesfa Ethiopian Cuisine,y,,tesfa.ec@gmail.com,https://www.tesfacuisine.com/,02/29/20,Dan,Uptown,,FS,,,,,,,,,(312) 698-4481,"y, groupon",,
Thai Aree House,,,,,,,Irving Park,,,,,,,,,,,(773) 725-6751,,,
Thai Pastry & Restaurant,y,,thaipastry@hotmail.com,https://www.thaipastry.com/,02/29/20,Dan,Uptown,,FS,,,,,,,,,(773) 784-5399,,,
Thai Twin,,,,https://www.yelp.com/biz/thai-twin-bridgeview,,,Bridgeview,,,,,,,,,,,,,,
The Allis,y,,chris.pomrenke@sohohouse.com,http://www.theallis.com/,02/15/20,Dan,,,FS,,,,y,,,,,,,,
The Angry Crab,y,,acwp@angrycrabchicago.com,http://www.theangrycrabchicago.com/,02/22/20,Jake,,Wicker Park,FS,,,,,,,,,(773) 687-9929,n,,
The Art of Pizza,,,,,,,Lake View,,CS,,,,,,,,,(773) 327-5600,n ,,
The Ashburn,y,,loewshotelsreservations@loewshotels.com,https://www.loewshotels.com/chicago-ohare/dining/restaurant,02/23/20,Dan,,Loews Hotels,FS,,Larry,,n,,,,,(847) 447-4275,n,,
The Aviary,y,,hospitality@theaviary.com,https://www.theaviary.com/,02/29/20,Dan,West Loop,,FS,,,,,,,,,(312) 226-0868,,,
The Bad Apple,,,,,,,North Center,,,,,,,,,,,(773) 360-8406,,,
The Bento Box,,,Unlisted,https://www.thebentoboxchicago.com/,,,Bucktown,,FS,,,,,,,,,,,,
The Berghoff,y,,Contact Form,https://www.theberghoff.com/,02/15/20,Dan,The Loop,,FS,,,,y,,,,,(312) 427-3170,,11am-9pm,
The Berkshire Room,y,,Contact Form,https://www.theberkshireroom.com/,02/15/20,Dan,,The Fifty/50 Group,,,,,y,,,,,,,,
The Boathouse,,,,,,,,Gibson's Restaurant Group,,,,,,,,,,,,,
The Bongo Room,y,,Contact Form,https://www.thebongoroom.com/,02/29/20,Dan,Wicker Park,,FS,,,,,,,,,,,,
The Boss,y,,events@thebossbar.com,https://thebossbar.com/,02/20/20,Dan,,,,,,,,,,,,,,,
The Boundary,,,,https://www.boundarychicago.com/,,,,Bottleneck Management,Closed,,,,,,,,,,,,
The Breakfast Club,y,,Contact Form,https://thebreakfastclubchicago.com/,02/20/20,Dan,,,FS,,,,,,,,,,,,
The Bristol,y,,thebristol@bhospitalityco.com,http://www.thebristolchicago.com/,02/15/20,Dan,,B Hospitality,,,,,,,,,,(773) 862-5555,n,,
The Budlong Hot Chicken,,,Unlisted,https://www.thebudlong.com/,,,Lincoln Park,Franchise,CS,,,,,,,,,,,,
The Cellar Bistro,,,Unlisted,https://cellarsbarandgrill.com/,,,,,FS,,,,,,,,,(847) 864-8678,n,,
The Chicago Diner,y,,michael@veggiediner.com,http://www.veggiediner.com/,02/25/20,Jake,,,FS,,,,y,,,,,(773) 252-3211,,,
The Chicago Firehouse Restaurant,,,,https://www.yelp.com/biz/the-chicago-firehouse-restaurant-chicago,,,South Loop,,FS,,,,,,,,,(312) 786-1401,,,
The Clark Street Dog,y,,angelo@clarkstdog.com,,03/09/20,Jake,Lakeview,,CS,Angelo,Angelo,7732816690,y,y,y,y,,,,,
The Clubhouse,y,,"jolson@theclubhousechicago.com, Contact Form",https://www.theclubhouse.com/,02/29/20,Dan,Oak Brook,,FS,,Jim,,y,,,,,(630) 472-0600,y,,
The Coffee Studio,y,,info@thecoffeestudio.com,https://www.thecoffeestudio.com/,02/29/20,Dan,Andersonville,,CS,,,,,,,,,(773) 271-7881,"y, square",,
The Commons Club,y,,womaninred@virginhotels.com,https://virginhotels.com/chicago/dine-and-drink/the-commons-club/,02/20/20,Dan,,,FS,Nicole,,,n,,,,,(312) 940-4747,,,
The Country Club,y,,Contact Form,https://www.thecountryclubchicago.com/,02/29/20,Dan,,,,,,,,,,,,(773) 975-2010,,,
The Crab Pad,,,info@thecrabpad.com,https://www.thecrabpad.com/,,,Logan Square,,CS,,,,n,,,,,(773) 360-8332,n,,
The Crepe Shop,,,,,,,Lake View,,CS,,,,,,,,,,,,
The Crystal Gardens,,,,,,,,Phil Stefani,,,,,,,,,,(312) 595-5436,,,
The Dawson,y,,Contact Form,https://the-dawson.com/,02/15/20,Dan,,Gage Hospitality Group,,,,,y,,,,,,,,
The Dearborn,y,,gsamuels@thedearborntavern.com,https://www.thedearborntavern.com/,03/01/20,,,,FS,Nick,,,y,,,,,(312) 384-1242,,11am-12am,
The Delta,y,,andrew.turner@thedeltachicago.com,https://www.thedeltachicago.com/,,Jake,Wicker Park,,FS,,,,,,,,,,,,
The Dime,,,,https://www.yelp.com/biz/the-dime-chicago-2,,,,8 Hospitality Group,,,,,,,,,,,,,
The Duck Inn,y,,contact@theduckinnchicago.com,http://theduckinnchicago.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
THE EMPTY BOTTLE,,,,,,,,16 on center,,,,,,,,,,,,,
The Fat Shallot,y,,info@thefatshallot.com,,02/25/20,Jake,Lincoln Park,,CS,,,,,,,,,,,,
The Fifty/50,y,,pr@thefifty50.com,http://www.thefifty50.com/,02/15/20,Dan,,The Fifty/50 Group,,,,,n,,,,,,,,
The Fireplace Inn,,,Unlisted,https://fireplaceinn.com/,,,,,FS,,,,,,,,,,,,
The Florentine,,,,https://the-florentine.net/,,,,,FS,,,,,,,,,(312) 660-8866,y,,
The Gage,y,,mbraby@thegagechicago.com,https://thegagechicago.com/,02/25/20,Dan,,Gage Hospitality Group,FS,Daphi,Megan Braby,,y,y,,,,(312) 372-4243,,11am-11pm,
The Grapevine,,,Unlisted,https://www.grapevineorlandpark.com/,,,,,FS,,,,,,,,,,,,
The Grill on the Alley,,,"joel.kelly@thegrill.com, Contact Form",https://www.thegrill.com/locations/the-grill-on-the-alley-chicago,,,River North,,FS,,,,y,,,,,(312) 255-9009,"y, OpenTable",,
The Grillroom,y,,restaurant@grillroom-chicago.com,https://www.grillroom-chicago.com/menus,03/01/20,Jake,The Loop,,FS,Jason,,,n,,,,,(312) 960-0000,"y, email",,
The Gundis,y,,info@thegundis.com,http://thegundis.com/menu,02/24/20,Jake,Lake View,,FS,Denice,,,,,,,,(773) 904-8120,n,,
The Hampton Social,,,events@parkerrestaurantgroup.com,https://www.thehamptonsocial.com/,,,,Parker Restaurant Group,FS,Emily,,,,,,,,(312) 464-0500,,11am-10pm,
The Hangge Uppe,y,,Contact Form,https://hanggeuppe.com/,02/19/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
The Happy Lobster,,,,,,,West Loop,,,,,,,,,,,,,,
The hat,,,,,,,Wicker Park,,CS,,,,,,,,,,,,
The Io,y,,Contact Form,https://www.ioimprov.com/,02/15/20,Dan,,,,,,,y,,,,,,,,
The Irish Oak,y,,Contact Form,https://www.irishoak.com/,02/15/20,Dan,,Big Onion,FS,,,,n,,,,,(773) 935-6669,,,
The J. Parker,y,,info@jparkerchicago.com,https://www.jparkerchicago.com/,02/23/20,Dan,,,FS,,,,,,,,,(312) 254-4747,,,
The Jibarito Stop,,,,,,,Pilsen,,,,,,,,,,,,,,
The Kerryman,y,,info@thekerrymanchicago.com,http://www.thekerrymanchicago.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
The Kitchen,y,,Contact Form,https://www.thekitchenbistros.com/location/the-kitchen-chicago/,02/15/20,Dan,,,FS,,,,y,,,,,(312) 836-1300,,,
The Laurel Room,y,,info@laurelroomchi.com,,02/24/20,Jake,,OneOff,,,,,n,,,,,(312) 736-1740,,,
The Little India,,,,,,,Edgewater,,,,,,,,,,,(773) 728-7012,n,,
The Little Meatball Pizzeria,y,,Contact Form,https://thelittlemeatball.com/about-us,02/15/20,Dan,Lincoln Park,,CS,,,,y,,,,,,,,
The Little Pickle,,,,https://www.thelittlepicklechicago.com/,,,Logan Square,,CS,,,,,,,,,,,,
The Lodge,y,,Contact Form,https://lodgetavern.com/,02/19/20,Dan,,Lodge Management Group,,,,,,,,,,,,,
The Lucky Monk,n,,kevin@theluckymonk.com,http://theluckymonk.com/,,,,,FS,Danny,Kevin,,n,,,,,(847) 898-0500,y,,
The Marq,,,,,,,The Loop,,,,,,,,,,,,,,
The Monkey’s Paw,y,,info@themonkeyspawchicago.com,http://www.themonkeyspawchicago.com/,02/15/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
The Old Plank,y,,Contact Form,https://chicago.eater.com/2019/5/2/18526709/old-plank-logan-square-milwaukee-avenue-sports-bar-tex-mex-esam-hani-open-menu,02/15/20,Dan,,,FS,,,,,,,,,,,,
The Original Nottoli & Son,,,,,,,Montclare,,CS,,,,,,,,,,,,
The Original Pancake House,y,,info@originalpancakehouse.com,https://www.originalpancakehouse.com/phloc_il.html,02/24/20,Dan,,,,,,,,,,,,,,,
The Pasta Bowl,,,Unlisted,https://www.pastabowl.com/,,,Wicker Park,Local Chain,,,,,n,,,,,,,,
The Patio,y,, inquiries@thezenithagency.com,https://thepatiotheater.com/,02/20/20,Dan,,,CS/FS,,,,,,,,,,,,
The Patio at Café Brauer,y,,marketing@lpzoo.org,https://www.lpzoo.org/dining/patio-cafe-brauer,02/23/20,Dan,Lincoln Park,,FS,,,,,,,,,,,,
The Piggery,,,tim@thepiggerychicago.com,https://www.thepiggerychicago.com/,,,Lake View,,FS,,Tim,,,,,,,(773) 281-7447,,,
The Plush Horse,,,,https://www.theplushhorse.com/,,,,,CS,,,,,,,,,,,,
The Promontory,y,,info@promontorychicago.com,https://www.promontorychicago.com/,02/26/20,Dan,Hyde Park,16 on center,FS,,,,,,,,,,,,
The Protein Bar,y,,troman@theproteinbar.com,,02/15/20,,,Franchise,CS,Tatiana,,,,,,,,,,,
The Publican,,,,,,,,OneOff,,,,,,,,,,,,,
The Purple Pig,,,,https://www.thepurplepigchicago.com/,,,,Independent,,,,,,,,,,(312) 464-1744,,11:30am-11pm,
The Red Lion Pub,y,,RedLionPubChi@gmail.com,http://redlionchicago.com/,02/15/20,Dan,Lincoln Park,,FS,,,,n,,,,,,,,
The Reveler,y,,Contact Form,http://revelerchicago.com/,02/15/20,Dan,Lake View,,FS,,,,,,,,,,,,
The River Valley Farmer’s Table,,,,,,,Rasvenswood,,,,,,,,,,,,,,
The Robey,y,,bzasada@therobey.com,,,Jake,Logan Park,,,,,,,,,,,,,,
The Roost Carolina Kitchen,,,,https://www.yelp.com/biz/the-roost-carolina-kitchen-chicago,,,,,,,,,,,,,,(312) 877-5738,,,
The Rosebud,,,,,,,University Village,,,,,,,,,,,,,,
The Ruin Daily,,,,https://www.theruindaily.com/,,,,,CS/FS,,,,,,,,,,,,
The Scout Waterhouse + Kitchen,,,,,,,Near Southside,,,,,,,,,,,,,,
The Sixth,,,,,,,,The Fifty/50 Group,,,,,,,,,,,,,
The Smith,y,,mfinnegan@thesmithrestaurant.com,https://thesmithrestaurant.com/location/chicago/,02/15/20,Dan,River North,,FS,,,,y,,,,,(312) 312-5100,,,
The StopAlong,,,,https://www.thestopalong.com/,,,Bucktown,,FS,,,,,,,,,(773) 394-4694,,4:00 PM,
The Thai Grill & Noodle Bar,,,,,,,Edgewater,,,,,,,,,,,,,,
The VIG Chicago,,,Unlisted,http://www.thevigchicago.com/,,,,,,,,,,,,,,,,,
The Village,,,giovanna@italianvillage-chicago.com,https://www.thevillagechicago.org/,,,The Loop,,FS,Giovanna,,,y,,,,,(312) 332-7005,,11am-12am,
The Violet Hour,,,,,,,Lincoln Park,,FS,,,,,,,,,,,,
The Violethour,,,,,,,,OneOff,,,,,,,,,,,,,
The Walnut Room,,,,,,,The Loop,,,,,,,,,,,,,,
The Warbler,,,,https://www.thewarblerchicago.com/,,,Lincoln Square,,FS,,,,,,,,,,,,
The Warehouse Bar & Pizzeria Chicago,,,,https://www.thewarehousechicago.com/,,,Lincoln Park,,FS,,,,,,,,,,,,
The Waterfront Cafe,,,,,,,Edgewater,,,,,,,,,,,,,,
The Whale Chicago,y,,info@thewhalechicago.com,https://thewhalechicago.com/,02/20/20,Dan,Logan Square,,FS,,,,,,,,,,,,
The Wiener's Circle,y,,wienercirclechicago@gmail.com,https://www.wienercircle.net/,,Dan,Lincoln Park,,CS,,,,,,,,,,,,
The Windsor,y,,windsor@4srg.com,http://www.thewindsorchicago.com/,02/15/20,Dan,,4star,,,,,,,,,,,,,
The Wormhole Coffee,,,,,,,Wicker Park,,CS,,,,,,,,,,,,
Theory,y,,jared@theorychicago.com,,03/06/20,Jake,Near North Side,,,Jared,,,,,,,,,,,
Third Coast Cafe,,,,https://www.3rdcoastcafe.com/,,,,Third Coast,FS,,,,y,,,,,,,,
Third Wave Coffee,y,,kimajeans@yahoo.com,,02/08/20,,,,CS,John,,,,,,,,,,,
Thorndale Cafe,,,,,,,Edgewater,,,,,,,,,,,,,,
Three dots and a Dash,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Timothy O’Toole’s Pub,,,,,,,River East,,,,,,,,,,,,,,
Tin Fish,y,,info@tinfishrestaurant.com,http://tinfishrestaurant.com/,02/15/20,Dan,Tinley Park,,FS,,,,,,,,,,,,
Toast,,,Unlisted,http://www.chicago-toast.com/,,,Bucktown,,,,,,,,,,,(773) 935-5600,,8-3pm,
Tocco,,,,,,,,,Closed,,,,,,,,,,,,
Tokio Asian Fusion,,,,,,,,LEYE,,,,,,,,,,,LEYE,,
Tokio Pub,,,,https://www.tokioasianfusion.com/,,,Schaumburg,,FS,,,,,,,,,,,,
Toni Patisserie & Cafe,,,,,,,The Loop,,,,,,,,,,,,,,
Tony’s Italian Deli & Subs,,,,,,,Edison Park,,,,,,,,,,,,,,
Toons Bar & Grill,y,,toonsbar@gmail.com,https://www.chicagotoons.com/,02/22/20,Dan,,,,,,,,,,,,(773) 935-1919,,,
Top Notch Beefburgers,,,,https://www.yelp.com/biz/top-notch-beef-burgers-chicago,,,,,FS,,,,,,,,,,,,
Topaz Cafe,,,,https://www.topazcafe.com/,,,,,FS,,,,,,,,,,,,
Topo Gigio,,,,https://www.topogigiochicago.com/,,,River North,,FS,,,,,,,,,,,,
Topolobambo,,,caguilar@fronteragrill.net,https://www.rickbayless.com/restaurants/topolobampo/,,,,Rick Bayless,,,,,y,,,,,(312) 661-1434,,,
Toro Sushi,,,,https://www.torosushichicagoil.com/,,,Lincoln Park,,FS,,,,,,,,,,,,
Tortas Frontera,,,,,,,,Rick Bayless,,,,,,,,,,,,,
Tortazo,,,,,,,,Rick Bayless,,,,,,,,,,,,,
Tortello,,,,https://www.tortellopasta.com/,,,West Town,,CS/FS,,,,,,,,,,,,
Torteria San Lenchito,,,,,,,Albany Park,,CS,,,,,,,,,,,,
Trattoria No. 10,y,,Contact Form,http://www.trattoriaten.com/,02/15/20,Dan,,,FS,,,,y,,,,,,,,
Trattoria Trullo,,,,,,,,,Closed,,,,,,,,,,,,
Tre Kronor,y,,info@trekronorrestaurant.com,http://swedishbistro.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
Tricycle Chicago,,,,https://www.tricyclechicago.com/,,,Wicker Park,,FS,,,,,,,,,,,,
Triple Crown Restaurant,,,,,,,Chinatown,,,,,,,,,,,,,,
Trohpy Room,y,,info@trophyroombar.com,http://www.trophyroombar.com/,02/15/20,Dan,River North,,FS,Eric (GM),,,"y, g",,,,,(312) 600-6920,,"He's in and out, phone is manned 11-7
Tough to get a hold of him",
Troquet,,,,,,,,LM Restaurant Group,,,,,,,,,,,,,
True Food Kitchen,y,,sbradley@truefoodkitchen.com,https://www.truefoodkitchen.com/chicago,02/15/20,Dan,,,FS,Grace or Kara,,,n,,,,,(312) 204-6981,,11am-10pm,
TrueNorth,,,,,,,Andersonville,,CS,,,,,,,,,,,,
Tuco and Blondie,y,,info@tucoandblondie.com,http://www.tucoandblondie.com/,02/15/20,Dan,,4star,,,,,,,,,,,,,
Tufano's Vernon Park Tap,,,,https://www.yelp.com/biz/tufanos-vernon-park-tap-chicago,,,Little Italy,,FS,,,,,,,,,,,,
Tunnel,,,,,,,,Third Coast,,,,,y,,,,,,,,
Turquoise Cafe and Restaurant,,,Contact@turquoisedining.com,https://www.turquoisedining.com/,,,,,FS,,,,n,,,,,(773) 549-3523,,,
Turquoise Restaurant,y,,Contact@turquoisedining.com,,,Jake,Roscoe Village,,,,,,,,,,,,,,
Tuscany,,,,,,,,Phil Stefani,FS,,,,,,,,,(312) 829-1990,,,
Tweet,,,,,,,Uptown,,,,,,,,,,,,,,
Twin Anchors Restaurant & Tavern,y,,Contact Form,https://twinanchorsribs.com/menu,02/15/20,Dan,,,,,,,y,,,,,(312) 266-1616,,,
Twisted Spoke,y,,shawn@twistedspoke.com,http://twistedspoke.com/,02/15/20,Jake,,,,,,,n,,,,,,,,
Two,y,,info@113two.com,http://113two.com/,02/15/20,Dan,,,FS,,,,,,,,,,,,
UB Dogs,,,,,,,The Loop,,,,,,,,,,,,,,
Umai,,,,https://www.umaichicago.com/,,,,,FS,,,,,,,,,(312) 986-8888,,11:30am-10:30pm,
